"npo.id","npo.name","email","tel"
"npo0653","財團法人佛教蓮花基金會","lotus@lotus.org.tw","(02)23751207"
"npo2162","財團法人佛陀教育基金會","teachgarden@budaedu.org","02-2395119812"
"npo0038","財團法人信望愛臍帶血基金會","eva@viababy.org.tw","02-2822789813"
"npo0401","財團法人傳愛社會福利慈善基金會","pkung@jelyte.com",""
"npo0206","財團法人光鹽文教基金會","mimiyei@gmail.com","04-22653360"
"npo1761","財團法人全成社會福利基金會","nursehom@ms47.hinet.net","04-23845432"
"npo0433","財團法人全成社會福利基金會金門縣分事務所","robert.hanwenli@gmail.com","082-333058"
"npo0671","財團法人全聯佩樺圓夢社會福利基金會","pxmartfd@pamart.com.tw","02-85092688"
"npo1416","財團法人全聯慶祥慈善事業基金會","Pxmartfd@pxmart.com.tw","02-85095188"
"npo1736","財團法人八卦寮文教基金會","taiwanyu200707@gmail.com","(07)611-7676"
"npo0318","財團法人公益平台文化基金會","thealliance1228@gmail.com","02-2593-1845"
"npo0844","財團法人典美文化基金會","sandiy@hoss.org.tw","02-23919533106"
"npo2479","財團法人利伯他茲教育基金會","libertas48@gmail.com","02-29134848"
"npo2523","財團法人利河伯社會福利基金會","changmifan@tjc.org.tw","04-224369601313"
"npo1448","財團法人劉曜瑋青年國際志工基金會","lywyouth@gmail.com","04-261537111111"
"npo0616","財團法人功文文教基金會","foundation@konwen.com","02-25634036"
"npo1263","財團法人勇源輔大乳癌基金會","chrishuang@cyfju.org.tw","02-29053402"
"npo1999","財團法人勵馨社會福利事業基金會","job@goh.org.tw","02-89115585302"
"npo1665","財團法人十方啟智文教基金會","sfang.sfang@msa.hinet.net","04-22393008"
"npo0605","財團法人千佛山慈善基金會","ioop890ioop@yahoo.com.tw","07-3412799"
"npo2191","財團法人千禧之愛健康基金會","healthinfo@1000-love.org","02-8786-0996"
"npo2509","財團法人卓越新聞獎基金會","feja@ms75.hinet.net","(02)27037876"
"npo1492","財團法人南投縣私立德安啟智教養院","dann.nantou@gmail.com","049-2247112"
"npo2030","財團法人南投縣私立炫寬愛心教養家園","sweethome.puli@gmail.com","049-2901757"
"npo2455","財團法人博幼社會福利基金會","bo.yo@ecp.boyo.org.tw","049-291-5055"
"npo0534","財團法人原住民族文化事業基金會","kuljelje@mail.ipcf.org.tw","02-27881600206"
"npo2482","財團法人古都保存再生文教基金會","fhccr@ms38.hinet.net","06-2204455"
"npo0715","財團法人台中市私立宏恩社會福利慈善基金會","hongen3123@hotmail.com.tw","04-22610111"
"npo0766","財團法人台中市私立弘毓社會福利基金會","hongyu920313@hongyu.org.tw","04-26620389"
"npo0421","財團法人台中市私立張秀菊社會福利慈善事業基金會","sunflowerfound@yahoo.com.tw","04-24220023"
"npo0453","財團法人台中市私立新希望社會福利基金會","info@newhopetc.org.tw","04-25151199"
"npo2261","財團法人台中市私立真愛社會福利慈善事業基金會","tctl.tctl@msa.hinet.net","04-22382522"
"npo1094","財團法人台中市私立龍眼林社會福利慈善事業基金會","mail.lon@msa.hinet.net","04-24511055"
"npo0555","財團法人台中縣私立普濟社會福利慈善事業基金會","sh09829@yahoo.com.tw","04-26328527"
"npo1827","財團法人台北市七星生態保育基金會","7stareco@gmail.com","02-2895-4177"
"npo0650","財團法人台北市任兆璋修女林美智老師教育基金會","jenlinst@ms77.hinet.net","(02)27780703"
"npo2453","財團法人台北市北投文化基金會","ptcfmail@ms56.hinet.net","28917453"
"npo2627","財團法人台北市南海普陀山慧濟寺","huijitemple@yahoo.com.tw","(02)28715131"
"npo1317","財團法人台北市友緣社會福利事業基金會","yoyuen.yoyuen@msa.hinet.net","02-27693319"
"npo2036","財團法人台北市基督教勵友中心","gfm.icc@msa.hinet.net","(02)25942492"
"npo1839","財團法人台北市失親兒福利基金會","orphan@orphan.org.tw","02-2747-7555103"
"npo1053","財團法人台北市婦女救援社會福利事業基金會","katelin@twrf.org.tw","(02)2555859568"
"npo1087","財團法人台北市客家文化基金會","thcf.169@gmail.com","02-23691198#313"
"npo1952","財團法人台北市彩霞教育基金會","rosyclouds2010@gmail.com","02-25708818270"
"npo1161","財團法人台北市愛慈社會福利基金會","mercyh@ms42.hinet.net","02-23703579"
"npo0095","財團法人台北市政府教育局認助清寒學生基金會","aidfund.tp@gmail.com","02-27275925"
"npo0164","財團法人台北市敦安社會福利基金會","olivia@da.org.tw","02-3393-2225"
"npo0120","財團法人台北市文化基金會","sandy@taipeifestival.org","02-25289580184"
"npo0700","財團法人台北市新視界社會福利基金會","newvision@newvision.tw","(02)88115913"
"npo0900","財團法人台北市李連來公益基金會","lian03@fedtech.net","02-25232422"
"npo0253","財團法人台北市樹仁社會福利基金會","lovetree73@msa.hinet.net","02-82301601"
"npo1346","財團法人台北市永春文教基金會","ever.spring7@msa.hinet.net","(02)25502243"
"npo2184","財團法人台北市私立仁愛院","no.no1@msa.hinet.net","02-26582226"
"npo1977","財團法人台北市私立康狀老人養護所","yao4343@yahoo.com.tw","02-27686697"
"npo0167","財團法人台北市私立恆安老人養護中心","1011203350@hangan.org","02-866163653115"
"npo2481","財團法人台北市私立愛愛院","sw1@aiai.org.tw","2306-04932300"
"npo0706","財團法人台北市私立松年長春服務中心","pineage@twdc.org.tw","02-2528-2258"
"npo0717","財團法人台北市私立陽明養護中心","ym1122g@yahoo.com.tw","02-28912563"
"npo2350","財團法人台北市脊髓損傷社會福利基金會","scif@scsrc.org.tw","02-25230110"
"npo0609","財團法人台北市自閉兒社會福利基金會","home@ican.org.tw","(02)2528-5266"
"npo1159","財團法人台北市賽珍珠基金會","psbf.tt@msa.hinet.net","02-2504808826"
"npo2037","財團法人台南市私立上崙社會福利慈善事業基金會","better3177@yahoo.com.tw","06-2496110"
"npo0142","財團法人台南市私立吾愛吾家養護中心","my.lohome@msa.hinet.net","06-2952763"
"npo1287","財團法人台南市私立噶瑪噶居蔣揚社會福利慈善事業基金會","jam.office2@lopon.org.tw","06-5746700"
"npo1036","財團法人台南市私立常恭社會福利基金會","cg2153123@yahoo.com.tw","06-2996249"
"npo1700","財團法人台南市私立朝興社會福利慈善事業基金會","tnch3811@yahoo.com.tw","06-2653811"
"npo2548","財團法人台南市私立林澄輝社會福利慈善事業基金會","Linch.tld2008@gmail.com","06-3588670"
"npo0413","財團法人台南市私立母佑會社會福利慈善基金會附設羅蘭青少年中心","laura_tainan@yahoo.com.tw","06-3312870"
"npo0686","財團法人台南市私立荷園社會福利慈善事業基金會","heyuan.kh@gmail.com","07-6316163"
"npo2262","財團法人台南市私立蓮心園社會福利慈善事業基金會","lsy.old@msa.hinet.net","06-6566948"
"npo2424","財團法人台南市私立長泰教養院新市分院","sin.jiah@hotmail.com","06-5970238#114"
"npo2353","財團法人台南縣私立菩提林教養院","putting.lee@msa.hinet.net","(06)6234472"
"npo1720","財團法人台新銀行公益慈善基金會","1000889@taishinbank.com.tw","02-2326-88882309"
"npo0145","財團法人台東縣私立天主教聖十字架瑪利德蘭社會福利基金會","mariatheresia102@gmail.com","089-330721"
"npo1850","財團法人台東縣私立柏林老人養護中心","Jimmy156kimo@yahoo.com.tw","089-339985"
"npo2463","財團法人台東縣私立海山弘願慈善基金會附設台東縣私立海山扶兒家園","aa.b343201@msa.hinet.net","089-318699105"
"npo0822","財團法人台東縣私立長青老人養護中心","long_green2006@yahoo.com.tw","089-331095"
"npo0475","財團法人台灣兒童暨家庭扶助基金會南投分事務所","nt@ccf.org.tw","(049)2222080"
"npo2231","財團法人台灣兒童暨家庭扶助基金會台中南區家扶中心","tc@ccf.org.tw","04-23131234152"
"npo2436","財團法人台灣兒童暨家庭扶助基金會台北市北區分事務所","tpn@ccf.org.tw","02-28370576"
"npo0155","財團法人台灣兒童暨家庭扶助基金會澎湖分事務所","ph@ccf.org.tw","06-9276432"
"npo1078","財團法人台灣兒童暨家庭扶助基金會苗栗分事務所","","037-461234"
"npo0535","財團法人台灣兒童暨家庭扶助基金會附設南投縣私立家扶希望學園","nt.xw@ccf.org.tw","049-2925119"
"npo1692","財團法人台灣兒童暨家庭扶助基金會附設台中市私立家扶發展學園","tc.fz@ccf.org.tw","04-23151010"
"npo1068","財團法人台灣兒童暨家庭扶助基金會（家扶基金會）","fund@ccf.org.tw","04-22061234"
"npo2534","財團法人台灣國際奧比斯防盲救盲基金會","info.tw@orbis.org","(02)25465046"
"npo0841","財團法人台灣基督教主愛之家輔導中心","agape.ayen@msa.hinet.net","03-8260360"
"npo0884","財團法人台灣基督教迦南會(以琳之家)","elim2240@gmail.com","06-7237847"
"npo1677","財團法人台灣基督教門諾會附設花蓮縣私立善牧中心","sarahwen11@mgsc.org.tw","03-8224614"
"npo0909","財團法人台灣基督教門諾會附設花蓮縣私立黎明教養院","new.dawn@newdawn.org.tw","03-8321220#1121"
"npo2081","財團法人台灣基督長老教會加利利宣教中心附設臺南市私立希望之家","hope2003@hope2003.tw","06-5742510"
"npo2225","財團法人台灣外展教育基金會","wang@obtaiwan.org","03-4071899"
"npo0098","財團法人台灣工業銀行教育基金會","alicehsiao@ibt.com.tw","02-8752-70006706"
"npo1885","財團法人台灣早產兒基金會","pbfyu@ms1.mmh.org.tw","(02)25111608"
"npo1418","財團法人台灣更生保護會台南分會毒癮治療者社工處理據點","phonenix1@pchome.com.tw","06-721-1885"
"npo0430","財團法人台灣永續能源研究基金會","service@taise.org.tw","02-2768-2655"
"npo1799","財團法人台灣痲瘋救濟基金會","ruthyeh@msn.com","(02)25429529"
"npo0267","財團法人台灣癌症基金會","5aday@canceraway.org.tw","02-87879907206"
"npo1818","財團法人台灣省台南市天主教鮑思高慈幼會附設屏東縣私立少年城","madelene5207@yahoo.com.tw","08-788-2245"
"npo1256","財團法人台灣省天主教會新竹教區","vivianhsu@hcd.org.tw","03-5254198"
"npo0824","財團法人台灣省天主教會新竹教區《邊緣青少年服務中心》","youth_sos@yahoo.com.tw","03-5240161"
"npo1562","財團法人台灣省天主教會新竹教區附設德蘭兒童中心","teresa@teresa.org.tw","03-5202170"
"npo1959","財團法人台灣省天主教會新竹教區附設桃園縣私立天使發展中心","taoyuan.angel@hcd.org.tw","03-3675235105"
"npo0305","財團法人台灣省天主教會新竹教區附設私立藍天家園","bluesky.home@msa.hinet.net","03-5761115"
"npo0764","財團法人台灣省天主教會新竹教區附設苗栗縣私立聖方濟育幼院","saint981021@gmail.com","037722524"
"npo1050","財團法人台灣省桃園縣中國基督教靈糧世界佈道會中壢靈糧堂","blccjl@gmail.com","(03)4679171"
"npo0705","財團法人台灣省私立台中仁愛之家附設靜和醫院","chingho24@yahoo.com.tw","04-237111291207"
"npo2201","財團法人台灣省私立台北仁濟院","richie.chang@tjci.org.tw","230211335602"
"npo2403","財團法人台灣省私立台灣盲人重建院","ibt@ibt.org.tw","02-29985588158"
"npo2399","財團法人台灣省私立向上社會福利基金會","july@hscw.org.tw","04-23727170250"
"npo1412","財團法人台灣省私立啟智技藝訓練中心","info@vtcidd.org","034727890"
"npo1549","財團法人台灣省私立嘉義仁愛之家","ylove325@yahoo.com.tw","05-22500651008"
"npo0932","財團法人台灣省私立嘉義博愛仁愛之家","chiayi_old@yahoo.com.tw","05-2762306"
"npo0105","財團法人台灣省私立心德慈化教養院","sinte007@yahoo.com.tw","(06)6581816"
"npo0550","財團法人台灣省私立毓得社會福利基金會","ec.tw@msa.hinet.net","04-22803998"
"npo0779","財團法人台灣紅絲帶基金會","sooning@taiwanaids.org.tw","(02)25592059"
"npo0692","財團法人台灣聖公會基隆聖三一堂","a3100000@gmail.com","(02)24659909"
"npo2035","財團法人台灣肯納自閉症基金會","kanner_taiwan@yahoo.com.tw","(02)28741699"
"npo2292","財團法人台灣醫療改革基金會","thrf@seed.net.tw","(02)27091329"
"npo0768","財團法人台灣關愛基金會","twhhf@twhhf.org","02-8732-201227"
"npo1724","財團法人吉祥臻社會福利事業基金會","chc9111@yahoo.com.tw","07-5815152"
"npo1705","財團法人吾心文教基金會","wushin.wushin@msa.hinet.net","(02)25093707"
"npo2530","財團法人呂旭立紀念文教基金會","shiuhli@ms25.hinet.net","(02)2363942527"
"npo2087","財團法人和春文教基金會","fortunenpo@gmail.com","07-3801370"
"npo2079","財團法人和氣大愛文教基金會","snowmihegel@gmail.com","03-3390296317"
"npo0306","財團法人善慧恩社會慈善基金會","cathylo1109@yahoo.com.tw","0982-008891"
"npo0414","財團法人喜憨兒社會福利基金會","careus@careus.org.tw","07-726609623"
"npo1819","財團法人喜憨兒社會福利基金會新竹分事務所","ynn_mag0818@careus.org.tw","03-6563638"
"npo0639","財團法人嘉義市私立修緣育幼院","showlifeorg@yahoo.com.tw","(05)2355695"
"npo0796","財團法人嘉義縣私立嘉惠教養院","chiahui365@yahoo.com.tw","05-2390069"
"npo1729","財團法人嘉義縣私立天主教敏道社會福利慈善事業基金會","mindao.s5968@gmail.com","05-3705968"
"npo0013","財團法人嘉義縣私立開元殿福松老人養護中心","fu.sung65@msa.hinet.net","05-2691234"
"npo0270","財團法人國光慈善事業基金會","z27852785@yahoo.com.tw","02-2785841041"
"npo0699","財團法人國泰綜合醫院新竹分院","swr@cgh.org.tw","03-52789992230"
"npo1849","財團法人國紹泌尿科學教育基金會","onlylove@gosouth-foundation.org","02-2218225427"
"npo2434","財團法人國際合作發展基金會","tov@icdf.org.tw","02-28732323"
"npo1766","財團法人國際商貿文化交流基金會","li_yang@fcci.org.tw","25774249503"
"npo1190","財團法人地球公民基金會","citizenoftheearth.tw@gmail.com","02-23920371"
"npo1924","財團法人基益慈善基金會","j03508@ji-ee.com","06-233-53111111"
"npo1122","財團法人基督教中華協力會","",""
"npo0722","財團法人基督教宇宙光全人關懷機構","contact@cosmiccare.org","(02)23632107"
"npo0229","財團法人基督教希望之光會","rayofhopetaiwan@gmail.com","06-2212520"
"npo1012","財團法人基督教惠明盲人福利會-私立惠明學校","hueiming@mail.hmsh.tcc.edu.tw","04-25661024120"
"npo2252","財團法人基督教救世軍台灣區總部","taiwan@taw.salvationarmy.org","02-27381171"
"npo2258","財團法人基督教更生團契附設桃園縣私立少年之家","jha7777777@gmail.com","03-3673074"
"npo0734","財團法人基督教更生團契附設花蓮縣私立信望愛少年學園","fhl.academy@msa.hinet.net","03-8700046"
"npo2340","財團法人基督教臺北市伯大尼兒少家園","bethany.mail@bethany.org.tw","(02)29396396112"
"npo0619","財團法人基督教芥菜種會","jennifer.hq@mustard.org.tw","02-25974868112"
"npo0554","財團法人基督教芥菜種會附設臺北縣私立愛心育幼院","katy.sw.hq@mustard.org.tw","02-29927503"
"npo1064","財團法人基督教芥菜種會附設花蓮縣私立主牧安養中心","katy.sw.hq@mustard.org.tw","03-8260653"
"npo2138","財團法人基督教芥菜種會附設花蓮縣私立少年之家","katy.sw.hq@mustard.org.tw","03-8562342"
"npo0809","財團法人基督教花蓮美崙浸信會附設花蓮縣私立飛揚少年成長中心","u203918@mail2000.com.tw","03-8222075133"
"npo1939","財團法人大地之子教育基金會","veranoshih@dmg.tv","02-29509497"
"npo0149","財團法人大地之愛癌症基金會","","(02)239708005164"
"npo0889","財團法人大河文化基金會","39kawa@gmail.com","02-28093752"
"npo1025","財團法人大甲媽社會福利基金會","jill9ee@gmail.com","04-26763566"
"npo1054","財團法人大聯大教育基金會","service@edu.wpgholdings.com","02-2706826885291"
"npo2355","財團法人天下雜誌教育基金會","319@cw.com.tw","02-25078627"
"npo0075","財團法人天主教主顧修女會","miraclesp2000@gmail.com","02-29062242322"
"npo1864","財團法人天主教康泰醫療教育基金會","health@kungtai.org.tw","(02)2365778012"
"npo2211","財團法人天主教會台中教區附設台中市私立慈愛智能發展中心","tenipt@yahoo.com.tw","04-2296-2127"
"npo0254","財團法人天主教會台中教區附設台灣省私立慈愛殘障教養院","tszai@ms38.hinet.net","04-7124891"
"npo1499","財團法人天主教會台中教區附設彰化縣私立聖智啟智中心","shenq.jyh@msa.hinet.net","04-8893730"
"npo1376","財團法人天主教會台北教區","taipei.archdiocese@gmail.com","02-27371311"
"npo1221","財團法人天主教會嘉義教區附設嘉義縣私立敏道家園","mindao.home@msa.hinet.net","05-3628895"
"npo0238","財團法人天主教會嘉義教區附設雲林縣私立華聖啟能發展中心","f662.s2136@msa.hinet.net","05-6622136"
"npo2144","財團法人天主教會花蓮教區附設救星教養院","az0828@ms59.hinet.net","(089)359284"
"npo0236","財團法人天主教瑪利亞方濟各傳教女修會附設私立米可之家","miraclehomefmm@yahoo.com.tw","03-5628057"
"npo1406","財團法人天主教白永恩神父社會福利基金會","beunen.y1518@msa.hinet.net","(02)88662976"
"npo1331","財團法人天主教社會慈善福利基金會","cswf.ch@gmail.com","(07)2823100"
"npo1739","財團法人天主教福利會","cathwelservice@cs.org.tw","02-2662-5184203"
"npo1698","財團法人天主教耶穌會新竹社會服務中心","pr@twcssc.org","(03)5224153"
"npo1066","財團法人天主教聖母無原罪方濟傳教修女會附設高雄市私立康達家園","wellspringno1@yahoo.com.tw","07-5826457"
"npo0813","財團法人天主教聖馬爾定醫院","lishyhhung@seed.net.tw","05-27800403200"
"npo0123","財團法人天主教臺南市私立蘆葦啟智中心","luway.love@msa.hinet.net","06-5890260221"
"npo1178","財團法人天主教若瑟社會福利基金會","joseph.swf@gmail.com","05-7894803"
"npo1106","財團法人天主教若瑟醫院","welcome@mail.stjoho.org.tw","05-63373338601"
"npo1504","財團法人天主教華光社會福利基金會","amandajansan@yahoo.com.tw","03-5551102207"
"npo0879","財團法人天主教長安老人養護中心","changan.sw@msa.hinet.net","03--5943987"
"npo0423","財團法人天使心家族社會福利基金會","angelheart@ah-h.org","02-27181165131"
"npo1290","財團法人天恆文教基金會","service@thf.org.tw","02-29811403"
"npo1247","財團法人孫運璿學術基金會","6002chi@gmail.com","02-23925579"
"npo2420","財團法人宏達文教基金會","htcfoundation@htc.com","03-375325237986"
"npo1821","財團法人宜蘭縣社會福利聯合勸募基金會","pink10296@gmail.com","03-9322833"
"npo0348","財團法人宜蘭縣私立天主教弘道仁愛之家","","03-9981059"
"npo2175","財團法人宜蘭縣私立宏仁老人長期照顧中心(養護型)","jshiue@hotmail.com","03-935-4176"
"npo1197","財團法人宜蘭縣私立慈愛養護院","zwlin888@gmail.com","03-9606000120"
"npo0288","財團法人宜蘭縣私立慕光盲人重建中心","mk1959@ymail.com","03-9581001"
"npo2227","財團法人宜蘭縣私立神愛兒童之家","thehomeofgodslove@gmail.com","9514652"
"npo0257","財團法人宜蘭縣私立竹安身心障礙養護院","ju.an@msa.hinet.net","03-9874661"
"npo2102","財團法人宜蘭縣私立竹林養護院","Juli.nu@msa.hinet.net","(03)9889357"
"npo0649","財團法人宜蘭縣私立蘭馨婦幼中心","lanshin4419@gmail.com","03-9510518203"
"npo0454","財團法人宜蘭縣私立鴻德養護院","hongder.cheng@gmail.com","03-9231106"
"npo2396","財團法人家樂福文教基金會","fndation@carrefour.org.tw","02-28984886"
"npo1565","財團法人屏東縣私立基督教信望愛育幼院","lovechild_600123@yahoo.com.tw","08-7732642"
"npo1707","財團法人屏東縣私立基督教沐恩之家","grace7230595@gmail.com","07-7230595"
"npo1422","財團法人屏東縣私立基督教沐恩之家附設亞當學園","Grace299@ms23.hinet.ne","(08)7705031"
"npo1174","財團法人屏東縣私立永安老人養護中心","yongan.center@msa.hinet.net","08-8899720"
"npo0363","財團法人屏東縣私立清境家園社會福利慈善事業基金會","chinjing55@yahoo.com.tw","08-7533557"
"npo0338","財團法人屏東縣私立畢嘉士社會福利基金會","service@bjorgaas.org.tw","0227089481"
"npo2115","財團法人屏東縣私立福慧社會福利慈善事業基金會附設大同之家","tatunghouse@gmail.com","08-76249365125"
"npo2168","財團法人屏東縣私立聖欣老人養護中心","kind723723@yahoo.com.tw","08-7032088"
"npo0954","財團法人屏東縣私立迦南身心障礙養護院","c7705568@yahoo.com.tw","08-7707097"
"npo0553","財團法人屏東縣私立長青老人養護中心","ptevergreen@gmail.com","08-7620915111"
"npo0312","財團法人崇友文教基金會","gfc@gfc.org.tw","02-23813345"
"npo1980","財團法人廣達文教基金會","liagn.chen@quantatw.com","02-2882-161266656"
"npo0086","財團法人弘道老人福利基金會","hondao@hondao.org.tw","(04)22060698"
"npo2417","財團法人張榮發基金會","cyff@cyff.org.tw","02-235166996291"
"npo1882","財團法人張老師基金會台南中心","tnchang@1980.org.tw","06-2354141"
"npo0101","財團法人張釗漢疼痛醫療基金會","cchf.tw@gmail.com","(02)27944399"
"npo2418","財團法人彰化縣私立博愛服務中心","billty5_5@hotmail.com","04-7224197"
"npo1586","財團法人彰化縣私立愛如心老人養護中心","ars.love@msa.honet.net","049-2520986"
"npo1387","財團法人彰化縣私立慈恩老人養護中心","sn8681199@yahoo.com.tw","04-8681199"
"npo2592","財團法人彰化縣私立慈沁社會福利慈善事業基金會","Ching8833263@yahoo.com.tw","(04)8833263"
"npo0225","財團法人彰化縣私立慈生仁愛院","tzsh.tzsh@msa.hinet.net","047222735"
"npo2447","財團法人彰化縣私立秀和慈善事業基金會","","04-71147901116"
"npo1744","財團法人彰化縣立希望社會慈善事業福利基金會","hope@hibox.hinet.net","04-8539666"
"npo2256","財團法人彰化縣茉莉園社福慈善基金會","moliyuan@ms95.url.com.tw","04-7519088125"
"npo2253","財團法人彰化縣音樂教育發展文化基金會","cfme.musickid@gmail.com","04-7270367"
"npo0441","財團法人心路社會福利基金會-高雄服務處","syinlukh@ms5.hinet.net","(07)3219911"
"npo2629","財團法人恩典文教基金會附設高雄市私立曙光教養中心","grace@mail2000.com.tw","07-3652987"
"npo1967","財團法人恩慈社會福利基金會","service@encifundation.org","02-85027702"
"npo0447","財團法人愛家文化事業基金會(萬華社區大學)","anita@whcc.org.tw","2306426723"
"npo1805","財團法人愛心第二春文教基金會花蓮分事務所","uc1104@ms19.hinet.net","(03)876-4899"
"npo1688","財團法人愛心老人養護中心","","07-6813958"
"npo1421","財團法人愛盲基金會","eyelove@tfb.org.tw","02-77258000"
"npo1241","財團法人感恩社會福利基金會","grateful@grateful.org.tw","02-25158620"
"npo2412","財團法人慈愛動物福利基金會","lkund@lkpet.com.tw","06-2204569"
"npo2360","財團法人慈懷社會福利基金會","tzhu@tzhu.org.tw","03-9331001"
"npo0476","財團法人慧濟文教基金會","huijitemple@yahoo.com.tw","(02)28732910"
"npo1650","財團法人慶興社會福利基金會","Chingshing9512@yahoo.com.tw","(05)6620080"
"npo1856","財團法人成長文教基金會","a27000657@gmail.com","(02)27000657"
"npo1601","財團法人我們的家愛與智慧文化藝術基金會","info@ourhome.com.tw","(02)27212020"
"npo0316","財團法人政慧發展社會福利慈善事業基金會","chenghui3017@gmail.com","02-2517-6855"
"npo1785","財團法人文向教育基金會","","(04)28221376"
"npo1301","財團法人新北市大樹社會福利基金會","bigtree201303@gmail.com","02-32348999"
"npo0457","財團法人新北市私立台灣天主教安老院","littlesister1733@lsptw.org","26102034"
"npo0069","財團法人新北市私立明新兒童發展中心","mi.sin@msa.hinet.net","(02)22473769"
"npo2536","財團法人新北市私立榮光育幼院","glory.ns@msa.hinet.net","02-89276225"
"npo1024","財團法人新北市私立樂山園社會福利慈善事業基金會附設樂山教養院","thmc@happymount.org.tw","(02)26101643"
"npo2130","財團法人新北市私立雙連社會福利慈善事業基金會","homecare@sleh.org.tw","02-263659993178"
"npo1285","財團法人新匯流文化基金會","april@hyperconvergence.org","02 23620296"
"npo2254","財團法人新時代賽斯教育基金會","mansju1@yahoo.com.tw","04-22364612"
"npo0674","財團法人新時代賽斯教育基金會-賽斯公益網路電視台","Sethwebtv@gmail.com","02-2219-5940"
"npo0583","財團法人新時代賽斯教育基金會-高雄分會","fuyin511@ms77.hinet.net","07-5509312"
"npo1219","財團法人新時代賽斯教育基金會台中總會","natseth337@gmail.com","04-22364612"
"npo2422","財團法人新漾基金會","xinyoung.service@gmail.com","02-23120085"
"npo1506","財團法人新竹縣私立保順養護中心","sp_dent@yahoo.com.tw","(03）592-2299"
"npo1372","財團法人新竹縣私立好生育幼院","techih35210@gmail.com","02-28954321"
"npo0171","財團法人方舟教育基金會","ark.taiwan@gmail.com","03-9224244"
"npo1475","財團法人日月之光慈善事業基金會","x27926@yahoo.com.tw","07-364-9619"
"npo1257","財團法人昌盛教育基金會","tasia.ecf@msa.hinet.net","25328150"
"npo2514","財團法人星沙社會福利基金會","josphyyun@hotmail.com","(02)86602021"
"npo2080","財團法人晨光社會福利基金會附設金門縣私立晨光教養家園","homesunrise@gmail.com","(082)352468"
"npo2013","財團法人普立爾文教基金會","public@premierf.org.tw","02-26571989"
"npo1014","財團法人朝陽文化藝術基金會","crony.d222866@msa.hinet.net","(06)2724236223"
"npo0547","財團法人朱銘文教基金會","joshua.su@jumingmuseum.org.tw","02-249899401303"
"npo1196","財團法人李勝賢文教基金會","lee361899@yahoo.com.tw","089-361899"
"npo0172","財團法人杏陵醫學基金會","mercymem@yahoo.com.tw","(02)29153185"
"npo1970","財團法人林業生社會福利慈善事業基金會","lin-yesheng@umail.hinet.net","04-23723800"
"npo2071","財團法人桃園市真善美社會福利基金會","hueminlai@gmail.com","03-4561455"
"npo2612","財團法人桃園市私立脊髓損傷潛能發展中心","sci@scsrc.org.tw","03-4909001"
"npo2051","財團法人桃園市私立菩提之家","pth08666416@xuite.net","03-3712333"
"npo1097","財團法人桃園縣全興國際文教基金會","snpine.library@gmail.com","03-3472220"
"npo0899","財團法人桃園縣怡仁愛心基金會","ezyouth@gmail.com","03-3369066"
"npo2451","財團法人桃園縣技職教育文教基金會","aikago7@yahoo.com.tw","03-3391362"
"npo0502","財團法人桃園縣樹仁基金會附設桃園教養院","sujenfoundation@gmail.com","03-460-5225"
"npo1129","財團法人桃園縣私立丞好家園","chenghau168@yahoo.com.tw","03-4812668"
"npo0156","財團法人桃園縣私立寶貝潛能發展中心","baby.center@msa.hinet.net","(03)3328338"
"npo1775","財團法人桃園縣私立康福智能發展中心","kangfu205207@hotmail.com","03-4695252"
"npo1780","財團法人桃園縣私立心燈啟智教養院","h4205558@yahoo.com.tw","03-4205558#116"
"npo0835","財團法人桃園縣私立懷德風箏緣地育幼院","white@white.org.tw","03-3933386"
"npo1631","財團法人桃園縣私立誠信愛心家園","mf.liuchen@msa.hinet.net","03-4986886"
"npo1831","財團法人桃園縣私立路得啟智學園","ruth.org@msa.hinet.net","(03)4980096112"
"npo1938","財團法人桃園縣私立龍潭啟智教養院","lungtan3638@gmail.com","03-4710916"
"npo0519","財團法人桃園縣美好社會福利基金會","merry.house@msa.hinet.net","(03)4718695"
"npo2031","財團法人桃園縣陳達成慈善文教基金會","ctc4581380@yahoo.com.tw","03-4581380"
"npo0422","財團法人樹和教育基金會","shuhe@shuhe-edu.org","04-22556841"
"npo0437","財團法人樹火紀念紙文化基金會","museum@suhopaper.org.tw","02-2507553523"
"npo1255","財團法人樹谷文化基金會","treevalley@mail2000.com.tw","5892400"
"npo2082","財團法人正德文教傳播基金會","cthta016@gmail.com","(02)25933658215"
"npo2427","財團法人民間公民與法治教育基金會","civic@lre.org.tw","02-2521-4258"
"npo0118","財團法人水源地文教基金會","watersource@mail2000.com.tw","(04)22277826"
"npo0102","財團法人永達社會福利基金會","wfadmin@mail.everprobks.com.tw","02-25212019621"
"npo0159","財團法人永齡社會福利慈善事業基金會","pin@yonglin.org.tw","02-22676216"
"npo2272","財團法人法律扶助基金會台北分會","f1318@laf.org.tw","02-23225151"
"npo0176","財團法人法鼓山佛教基金會","ofmail@ddmf.org.tw","(02)289399666607"
"npo0268","財團法人法鼓山文教基金會","ofmail@ddm.org.tw","(02)289399666607"
"npo2276","財團法人法鼓山社會福利慈善事業基金會","ofmail@ddm.org.tw","(02)289399666607"
"npo1288","財團法人淨化社會文教基金會","jinghua2528@yahoo.com.tw","02-2528-2997"
"npo2173","財團法人淨化社會文教基金會附設新北市私立普賢慈海家園","puxiancihai@gmail.com","02-82611331"
